,data_light,data_batt,data_acce_x,data_acce_y,data_acce_z,data_temp,data_baro,data_magnx,data_magny,data_magnz,data_gyrox,data_gyroy,data_gyroz
178,0.88,76,0.166259766,0.032958984,-0.958984375,19.18,1008.87,59.67570208,58.02637363,-500.9460317,3.601074219,-1.686096191,-8.13293457
179,0.89,76,0.244873047,-0.055419922,-1.087646484,19.19,1008.92,80.06739927,51.42905983,-483.5531136,3.982543945,-2.250671387,-6.149291992
180,0.64,76,0.129882813,0.165527344,-1.061523438,19.18,1008.92,65.97313797,53.82808303,-489.8505495,14.54162598,1.472473145,-21.02661133
181,0.56,76,0.159912109,0.024658203,-1.122558594,19.19,1008.92,58.02637363,67.32258852,-509.9423687,6.500244141,-6.050109863,-8.773803711
182,0.48,76,0.237792969,0.080078125,-0.989746094,19.18,1008.94,67.92234432,61.62490842,-496.8976801,1.945495605,-7.40814209,-8.460998535
183,0.4,76,0.292480469,0.231445313,-0.705322266,19.17,1008.83,59.97557998,58.47619048,-491.2,1.914978027,-11.89422607,-4.768371582
184,0.48,76,0.236816406,-0.15625,-1.064208984,19.18,1008.87,72.12063492,69.72161172,-534.0825397,10.89477539,-3.044128418,-40.02380371
185,0.4,76,0.232421875,-0.049316406,-0.963623047,19.19,1008.89,61.92478632,72.57045177,-507.8432234,9.010314941,-3.135681152,-34.97314453
186,0.32,76,0.324462891,0.038330078,-0.927490234,19.18,1008.91,70.77118437,75.86910867,-510.9919414,0.129699707,-22.16339111,-2.27355957
187,0.48,76,0.066894531,0.102294922,-1.046630859,19.18,1008.86,80.81709402,70.62124542,-493.5990232,4.234313965,5.599975586,-8.117675781
188,0.56,76,0.114990234,0.015625,-1.226074219,19.18,1008.91,85.46520147,68.52210012,-497.3474969,-0.648498535,-8.987426758,-45.24230957
189,0.48,76,0.585205078,0.16796875,-0.827880859,19.19,1008.92,92.06251526,72.27057387,-478.9050061,8.018493652,0.953674316,4.257202148
190,0.4,76,-0.243164063,0.481933594,-1.303710938,19.19,1008.91,90.26324786,49.77973138,-484.7526252,11.26861572,0.129699707,-24.40643311
191,1.13,76,0.510253906,0.313964844,-0.894775391,19.21,1008.84,90.41318681,60.27545788,-484.6026862,10.39886475,-10.09368896,-58.78448486
192,0.56,76,0.115722656,-0.038085938,-1.283691406,19.2,1008.84,77.66837607,60.72527473,-494.9484737,1.846313477,2.655029297,-7.15637207
193,0.48,76,0.029296875,-0.108398438,-1.038574219,19.22,1008.89,80.66715507,57.57655678,-494.04884,17.15087891,-4.234313965,-58.51745605
194,0.56,76,0.145263672,-0.119873047,-1.003417969,19.22,1008.9,65.22344322,58.92600733,-493.8989011,3.608703613,-6.080627441,-6.706237793
195,0.24,76,0.125,0.057861328,-0.897705078,19.23,1008.87,77.66837607,65.67326007,-508.4429792,62.61444092,7.949829102,-12.8326416
196,0.32,76,-0.043701172,-0.196777344,-1.030517578,19.22,1008.91,62.37460317,53.22832723,-512.191453,12.22991943,-5.958557129,-46.28753662
197,0.4,76,0.335449219,-0.077880859,-0.96875,19.24,1008.92,64.17387057,73.17020757,-509.7924298,3.471374512,-5.462646484,-5.722045898
198,0.4,76,0.157714844,-0.008544922,-1.036132813,19.22,1008.84,59.52576313,71.67081807,-521.18779,9.727478027,-12.6953125,-15.3503418
199,0.4,76,0.174072266,0.038085938,-0.970947266,19.23,1008.92,51.42905983,41.38315018,-563.170696,5.218505859,-4.287719727,-6.340026855
200,0.4,76,0.19921875,0.050292969,-0.967773438,19.23,1008.94,52.47863248,45.73137973,-567.9687424,6.088256836,-5.142211914,-9.468078613
201,0.4,76,0.173095703,0.000976563,-0.982666016,19.25,1008.89,53.67814408,44.38192918,-569.168254,4.280090332,-5.271911621,-5.378723145
202,0.4,76,0.174072266,-0.008789063,-0.958007813,19.27,1008.85,52.47863248,45.73137973,-567.9687424,4.844665527,-5.798339844,-5.989074707
203,0.4,76,0.184082031,-0.011474609,-0.975097656,19.28,1008.9,52.77851038,45.73137973,-567.9687424,7.797241211,-3.715515137,-7.827758789
204,0.4,76,0.247802734,-0.004638672,-1.007568359,19.29,1008.87,53.37826618,44.83174603,-567.5189255,6.225585938,-4.096984863,-6.851196289
205,0.4,76,0.166992188,-0.016601563,-0.980957031,19.31,1008.85,51.72893773,46.33113553,-567.2190476,6.370544434,-4.356384277,-6.591796875
206,0.4,76,0.167724609,-0.022705078,-0.958007813,19.33,1008.86,53.82808303,41.68302808,-572.167033,4.859924316,-5.210876465,-4.806518555
207,0.4,76,0.089111328,0.063964844,-1.010009766,19.35,1008.9,62.67448107,37.78461538,-571.1174603,1.907348633,-44.6472168,-11.59667969
208,0.56,76,0.102783203,-0.166259766,-1.070068359,19.36,1008.87,76.76874237,69.42173382,-522.9870574,3.730773926,11.81793213,-47.11151123
209,0.32,76,0.130126953,0.000732422,-0.888427734,19.39,1008.92,93.86178266,67.62246642,-500.9460317,3.623962402,-3.715515137,-3.219604492
210,0.48,76,0.104736328,0.053955078,-0.983886719,19.42,1008.84,83.21611722,56.22710623,-484.4527473,2.822875977,-7.469177246,-4.234313965
211,0.32,76,0.091064453,-0.114746094,-1.110839844,19.44,1008.92,98.65982906,69.57167277,-489.4007326,7.904052734,12.44354248,-36.63635254
212,0.97,76,0.036865234,0.05859375,-0.877685547,19.47,1008.92,88.46398046,69.42173382,-448.3174603,7.392883301,27.2064209,-18.76068115
213,0.32,76,-0.085449219,-0.445068359,-0.844970703,19.48,1008.94,71.97069597,53.82808303,-495.6981685,3.616333008,1.289367676,-17.38739014
214,0.56,76,0.300048828,-0.130371094,-1.518066406,19.49,1008.92,63.27423687,66.87277167,-500.3462759,14.5111084,-4.371643066,-47.73712158
215,0.24,76,0.099609375,0.392333984,-0.408691406,19.52,1008.94,62.97435897,51.12918193,-490.3003663,57.71636963,249.9923706,-21.70562744
216,0.4,76,0.244384766,-0.081542969,-1.025146484,19.54,1008.93,68.07228327,53.22832723,-493.8989011,16.09802246,-8.21685791,-44.6395874
217,0.56,76,0.120849609,0.045410156,-0.939208984,19.55,1008.9,71.07106227,78.41807082,-512.041514,10.01739502,4.081726074,-15.18249512
218,0.4,76,0.428955078,0.112060547,-0.641601563,19.56,1008.92,73.17020757,67.92234432,-508.8927961,1.78527832,-67.19970703,-2.342224121
219,0.64,76,0.245849609,-0.033447266,-0.903808594,19.6,1008.92,77.66837607,70.32136752,-495.2483516,9.475708008,-5.523681641,-43.56384277
220,0.56,76,0.176269531,0.166992188,-1.004638672,19.62,1008.9,91.16288156,66.42295482,-493.5990232,5.187988281,-3.204345703,-12.93945313
221,0.56,76,0.356445313,0.108886719,-0.926513672,19.65,1008.89,105.5570208,94.76141636,-517.5892552,31.46362305,-24.94049072,6.271362305
222,0.4,76,0.308105469,-0.090332031,-1.032714844,19.67,1008.92,76.91868132,45.28156288,-513.5409035,5.13458252,6.378173828,-9.841918945
223,0.73,76,-0.060058594,0.054931641,-1.115966797,19.69,1008.89,104.2075702,64.17387057,-486.4019536,9.086608887,0.625610352,-20.01190186
224,1.13,76,0.024414063,-0.082763672,-1.06640625,19.7,1008.84,92.36239316,60.12551893,-473.8070818,4.302978516,-4.905700684,-5.386352539
225,0.97,76,0.075927734,0.055664063,-0.961669922,19.73,1008.9,58.47619048,61.32503053,-502.5953602,5.409240723,-3.784179688,-5.989074707
226,0.97,76,0.087158203,0.049072266,-0.965087891,19.74,1008.91,58.47619048,60.72527473,-500.7960928,7.873535156,-5.043029785,-4.455566406
227,1.13,76,0.143310547,-0.001953125,-1.046875,19.76,1008.91,58.32625153,60.87521368,-500.9460317,6.004333496,-5.363464355,-7.293701172
228,1.05,76,0.125976563,0.025390625,-1.081542969,19.77,1008.92,57.57655678,61.92478632,-500.9460317,6.950378418,-8.308410645,-6.332397461
229,0.97,76,0.185302734,0.057373047,-0.964355469,19.77,1008.97,58.62612943,65.52332112,-503.3450549,3.776550293,-2.44140625,-5.218505859
230,0.48,76,0.244140625,0.123535156,-1.005859375,19.79,1008.93,73.02026862,67.02271062,-496.2979243,-0.846862793,-4.852294922,-7.171630859
231,0.49,76,0.143798828,0.031738281,-1.013671875,19.79,1008.93,77.36849817,56.37704518,-478.7550672,1.38092041,-4.31060791,10.28442383
232,0.56,76,0.065429688,-0.042236328,-0.814208984,19.81,1008.92,81.41684982,58.62612943,-486.5518926,12.64953613,-4.409790039,-54.58068848
233,0.72,76,0.1640625,0.005126953,-0.997070313,19.82,1008.94,58.32625153,66.57289377,-572.3169719,6.355285645,-3.623962402,-10.66589355
234,0.24,76,0.026123047,0.035400391,-1.066162109,19.83,1008.89,67.77240537,67.02271062,-500.196337,4.104614258,1.403808594,-8.598327637
235,0.48,76,0.204101563,-0.072265625,-0.952392578,19.83,1008.94,69.12185592,61.77484737,-495.2483516,7.034301758,-6.713867188,-1.38092041
236,0.4,76,0.057128906,-0.045654297,-1.0078125,19.84,1008.93,56.07716728,68.22222222,-502.1455433,11.48223877,0.823974609,-30.99822998
237,0.4,76,0.212646484,-0.036376953,-0.874511719,19.86,1008.89,73.91990232,72.57045177,-515.040293,8.911132813,-14.5111084,-8.232116699
238,0.56,76,0.245605469,0.094726563,-0.783935547,19.88,1008.92,82.76630037,65.82319902,-495.8481074,14.07623291,-12.50457764,-39.07012939
239,0.56,76,0.246337891,0.093505859,-0.98828125,19.9,1008.91,88.31404151,67.47252747,-486.7018315,7.019042969,2.822875977,-23.65112305
240,0.4,76,0.030029297,0.182617188,-0.992675781,19.92,1008.9,76.16898657,58.47619048,-483.2532357,6.622314453,-10.97869873,-14.98413086
241,0.64,76,0.159667969,0.061279297,-0.962158203,19.92,1008.9,86.36483516,59.07594628,-481.0041514,6.889343262,-8.323669434,-5.401611328
242,0.81,76,0.119628906,0.124511719,-1.161621094,19.95,1008.92,80.81709402,53.82808303,-462.5616606,3.959655762,-4.14276123,-10.99395752
243,1.21,76,0.08203125,0.150878906,-0.956054688,19.98,1008.97,84.86544567,55.47741148,-482.353602,10.39886475,-0.373840332,-5.172729492
244,0.64,76,0.0703125,-0.217773438,-1.149169922,19.97,1008.99,72.57045177,54.72771673,-487.1516484,14.86206055,10.31494141,-73.58551025
245,4.34,76,0.095703125,0.05859375,-0.924560547,19.97,1008.87,63.42417582,43.93211233,-514.5904762,3.776550293,-4.028320313,5.477905273
246,0.48,76,-0.362792969,0.216552734,-1.144775391,20,1008.97,62.22466422,64.47374847,-490.3003663,10.62774658,-15.55633545,-2.18963623
247,0.4,76,0.031494141,-0.045410156,-0.622070313,20.01,1008.99,64.47374847,56.67692308,-492.5494505,13.15307617,3.295898438,-41.62597656
248,0.56,76,0.291259766,0.031738281,-0.9609375,20.04,1009,66.87277167,69.12185592,-505.4442002,8.079528809,-250,-10.69641113
249,0.32,76,0.180664063,-0.186767578,-1.518310547,20.04,1008.95,80.81709402,43.18241758,-493.5990232,4.081726074,-25.97808838,10.10894775
250,0.64,76,0.025878906,0.052734375,-1.009765625,20.06,1008.92,89.66349206,67.77240537,-523.5868132,11.00158691,-15.22064209,-41.14532471
251,0.64,76,0.049804688,-0.030029297,-0.884521484,20.09,1008.97,94.91135531,69.72161172,-480.2544567,-1.937866211,3.433227539,-1.846313477
252,0.32,76,-0.713134766,0.459960938,-1.379638672,20.1,1008.94,89.06373626,54.27789988,-477.7054945,-26.03912354,84.46502686,-26.16119385
253,0.97,76,0.123291016,0.006103516,-0.881591797,20.1,1008.95,94.01172161,63.87399267,-486.4019536,8.514404297,-20.15686035,-9.941101074
254,1.21,76,0.206054688,0.006347656,-0.867919922,20.14,1008.94,109.9052503,55.62735043,-424.3272283,6.912231445,-7.751464844,-43.76983643
255,0.97,76,0.171386719,-0.064208984,-0.825439453,20.15,1008.94,77.96825397,63.87399267,-491.2,5.935668945,-19.66094971,-14.53399658
256,0.56,76,0.137695313,-0.083251953,-0.780761719,20.18,1008.97,72.87032967,57.57655678,-481.3040293,6.66809082,1.007080078,-16.30401611
257,0.56,76,0.024902344,-0.0546875,-1.043212891,20.18,1008.94,68.07228327,56.07716728,-493.2991453,5.928039551,5.630493164,-7.995605469
258,0.24,76,0.160644531,-0.259277344,-0.982421875,20.2,1008.92,67.92234432,61.62490842,-488.201221,4.463195801,-9.353637695,-10.58197021
259,0.24,76,0.117919922,-0.234619141,-1.085205078,20.22,1008.94,66.72283272,58.47619048,-500.7960928,5.630493164,8.026123047,1.686096191
260,0.48,76,0.103759766,-0.150634766,-0.969970703,20.24,1008.94,50.97924298,52.77851038,-497.3474969,11.61956787,-6.164550781,-31.15844727
261,0.48,76,0.128173828,0.019775391,-0.903808594,20.26,1008.93,66.42295482,77.21855922,-507.2434676,10.41412354,-2.479553223,-14.06097412
262,0.32,76,0.161132813,0.048583984,-0.838134766,20.27,1008.91,64.02393162,71.52087912,-510.2422466,6.164550781,-5.332946777,-5.973815918
263,0.4,76,0.059570313,-0.104736328,-0.957519531,20.31,1008.98,55.17753358,73.02026862,-502.2954823,5.882263184,-5.989074707,-7.369995117
264,0.4,76,0.09375,-0.079101563,-0.985839844,20.33,1008.93,54.87765568,74.21978022,-504.5445665,6.43157959,-8.331298828,-6.797790527
265,0.4,76,0.142333984,-0.092529297,-0.969970703,20.34,1009,55.17753358,74.81953602,-504.0947497,6.317138672,-7.881164551,-7.034301758
266,0.4,76,0.123535156,-0.084228516,-0.950195313,20.36,1008.92,53.37826618,74.36971917,-502.7452991,7.957458496,-4.089355469,-6.912231445
267,0.4,76,0.208007813,-0.02734375,-0.978027344,20.39,1008.97,53.52820513,74.96947497,-503.195116,6.134033203,-3.753662109,-6.317138672
268,0.4,76,0.062011719,-0.022460938,-0.930908203,20.4,1008.95,52.77851038,77.81831502,-506.3438339,6.378173828,-4.364013672,-7.392883301
269,0.4,76,0.146972656,-0.036376953,-1.001220703,20.43,1008.97,54.27789988,73.91990232,-502.8952381,5.393981934,-3.379821777,-3.715515137
270,0.56,76,0.208740234,-0.080078125,-0.922607422,20.45,1008.92,78.71794872,61.77484737,-520.7379731,25.64239502,55.36651611,-5.645751953
271,0.4,76,0.116699219,0.007324219,-0.989990234,20.47,1008.95,75.41929182,69.72161172,-490.6002442,11.26861572,-11.08551025,-13.63372803
272,0.64,76,-0.100830078,-0.036621094,-1.029785156,20.48,1008.92,66.42295482,70.17142857,-512.041514,7.583618164,-4.14276123,-37.97149658
273,0.64,76,0.151367188,0.130371094,-0.942382813,20.52,1008.95,92.96214896,58.47619048,-485.6522589,1.945495605,-7.606506348,1.220703125
274,0.56,76,0.172607422,0.005615234,-1.008056641,20.54,1008.93,108.7057387,20.54163614,-521.9374847,4.127502441,0.541687012,-6.935119629
275,0.56,76,-0.698730469,-0.018554688,-1.778320313,20.56,1008.92,83.36605617,68.22222222,-521.4876679,11.00921631,8.995056152,-4.486083984
276,0.4,76,0.122314453,0.034179688,-1.044921875,20.59,1008.94,89.21367521,65.07350427,-472.0078144,3.547668457,-3.578186035,-4.440307617
277,0.89,76,0.09375,-0.076660156,-0.998046875,20.6,1008.9,104.957265,62.07472527,-478.4551893,14.93835449,-5.363464355,-39.16168213
278,1.77,76,0.131591797,-0.272949219,-0.988769531,20.62,1008.9,108.1059829,70.32136752,-447.7177045,2.69317627,3.402709961,-8.430480957
279,1.37,76,0.179199219,0.056152344,-1.012451172,20.64,1008.94,76.46886447,49.77973138,-478.6051282,7.476806641,-5.615234375,-9.071350098
280,0.48,76,0.138427734,-0.193115234,-1.031738281,20.64,1008.97,71.67081807,60.72527473,-492.8493284,11.98577881,13.24462891,-18.95904541
281,0.16,76,0.188232422,-0.184570313,-1.083251953,20.66,1008.9,64.92356532,58.92600733,-495.2483516,14.54162598,19.63806152,-12.17651367
282,0.32,76,-0.187744141,0.0625,-0.771972656,20.68,1008.91,71.07106227,45.88131868,-528.8346764,11.82556152,-1.693725586,-24.15466309
283,0.32,76,0.089111328,-0.299072266,-0.934082031,20.69,1008.94,51.27912088,70.17142857,-503.045177,12.23754883,-14.95361328,-42.57965088
284,0.4,76,0.029296875,0.034179688,-0.923095703,20.7,1008.89,77.96825397,71.37094017,-503.9448107,5.722045898,-13.82446289,-2.76184082
285,0.48,76,0.156982422,-0.130859375,-1.073974609,20.71,1008.9,80.06739927,74.21978022,-504.2446886,5.828857422,-5.729675293,0.900268555
286,0.4,76,0.118408203,0.035888672,-0.864013672,20.73,1008.98,90.41318681,62.37460317,-494.3487179,10.97106934,-2.861022949,-37.20092773
287,0.4,76,-0.095214844,-0.163085938,-1.038818359,20.73,1008.92,88.61391941,69.27179487,-484.6026862,2.563476563,10.13183594,-8.193969727
288,0.4,76,-0.215576172,0.475585938,-1.473388672,20.76,1008.9,87.26446886,58.17631258,-478.1553114,7.133483887,-2.227783203,-3.860473633
289,0.4,76,0.069335938,0.075927734,-0.939941406,20.75,1008.84,89.96336996,65.52332112,-486.8517705,5.851745605,-4.295349121,-2.815246582
290,0.4,76,0.093261719,-0.071533203,-1.00390625,20.78,1008.87,80.51721612,66.72283272,-477.1057387,4.013061523,-1.800537109,-3.50189209
291,0.32,76,0.017333984,-0.233398438,-1.095947266,20.77,1008.91,85.76507937,69.57167277,-484.3028083,8.514404297,-13.8168335,-7.110595703
292,0.73,76,0.218505859,-0.026123047,-0.87109375,20.78,1008.9,102.2583639,62.97435897,-475.9062271,3.341674805,-6.286621094,-44.03686523
293,1.05,76,0.064941406,-0.064941406,-0.998046875,20.79,1008.95,74.06984127,67.47252747,-476.0561661,2.426147461,-4.302978516,-6.973266602
294,1.21,76,0.098388672,-0.082763672,-0.973144531,20.8,1008.93,46.03125763,61.02515263,-516.6896215,5.416870117,-3.150939941,-4.974365234
295,0.97,76,0.102539063,0.029541016,-0.979736328,20.81,1008.86,47.68058608,59.82564103,-518.189011,6.607055664,-3.150939941,-3.356933594
296,1.13,76,0.057373047,0.019042969,-0.994140625,20.8,1008.9,46.63101343,61.92478632,-516.0898657,6.721496582,-4.615783691,-4.776000977
297,1.13,76,0.145996094,0.031982422,-0.977783203,20.81,1008.87,46.48107448,59.52576313,-515.6400488,5.249023438,-3.829956055,-5.577087402
298,1.21,76,0.173828125,-0.136474609,-0.985595703,20.81,1008.95,44.83174603,60.42539683,-514.1406593,4.516601563,-3.448486328,-3.639221191
299,0.48,76,0.197265625,-0.055664063,-1.054443359,20.82,1008.93,46.78095238,60.27545788,-514.8903541,-0.907897949,-4.653930664,14.46533203
300,0.8,76,-0.048339844,-0.073486328,-1.037597656,20.82,1008.92,66.12307692,61.62490842,-492.0996337,7.225036621,-2.853393555,-33.23364258
301,0.64,76,0.172119141,-0.139892578,-1.086425781,20.82,1008.9,68.37216117,57.87643468,-502.5953602,2.861022949,-7.57598877,-8.46862793
302,0.24,76,0.040771484,-0.156982422,-0.971191406,20.82,1008.91,65.22344322,54.27789988,-487.7514042,38.39874268,-33.46252441,-7.827758789
303,0.24,76,-3.0546875,-1.833251953,2.466308594,20.82,1008.86,77.51843712,60.12551893,-506.4937729,1.518249512,-10.7421875,-36.46087646
304,0.4,76,0.096923828,-0.034179688,-1.021972656,20.81,1008.95,58.32625153,72.57045177,-501.3958486,5.355834961,-7.942199707,-31.91375732
305,0.48,76,0.012207031,-0.218017578,-0.574951172,20.83,1008.89,67.92234432,66.87277167,-513.0910867,7.40814209,-4.302978516,-2.60925293
306,0.48,76,0.173583984,-0.081298828,-0.974609375,20.82,1008.95,80.51721612,74.21978022,-493.2991453,4.936218262,-10.52093506,-2.227783203
307,0.8,76,0.010498047,0.042480469,-0.976806641,20.8,1008.89,91.46275946,68.52210012,-487.4515263,11.76452637,-11.4364624,-15.83099365
308,0.64,76,0.045166016,0.031738281,-0.806396484,20.81,1008.9,109.0056166,21.14139194,-593.3084249,-9.239196777,-250,-22.38464355
309,0.4,76,0.138671875,0.01953125,-0.959228516,20.8,1008.89,85.46520147,64.17387057,-479.0549451,-2.487182617,49.659729,-6.034851074
310,1.12,76,0.308105469,-0.118164063,-0.965820313,20.81,1008.92,99.85934066,62.22466422,-479.354823,11.13891602,-8.926391602,-29.36553955
311,1.04,76,0.044677734,0.017089844,-0.917236328,20.8,1008.91,72.72039072,58.92600733,-487.0017094,11.2991333,-7.484436035,-9.887695313
312,0.56,76,-0.113769531,-0.209472656,-1.033203125,20.79,1008.86,67.92234432,55.77728938,-484.7526252,3.814697266,-7.400512695,-36.58294678
313,0.48,76,0.113525391,-0.046875,-0.928466797,20.79,1008.92,70.02148962,43.33235653,-534.6822955,6.195068359,-3.135681152,-7.415771484
314,0.24,76,0.066162109,0.090576172,-0.98046875,20.79,1008.99,74.06984127,73.47008547,-531.5335775,9.033203125,-6.622314453,-6.408691406
315,0.32,76,0.014404297,-0.431396484,-1.322021484,20.78,1008.98,59.67570208,54.72771673,-499.8964591,16.15905762,-112.159729,8.46862793
316,0.48,76,0.053466797,-0.143798828,-1.108398438,20.77,1008.98,57.27667888,70.17142857,-499.2967033,9.490966797,-7.232666016,-29.60968018
317,0.48,76,0.126708984,-0.068115234,-0.994384766,20.76,1008.92,77.51843712,81.26691087,-500.9460317,5.630493164,-1.983642578,-5.027770996
318,0.4,76,0.163574219,0.015380859,-0.864501953,20.76,1008.92,64.77362637,75.11941392,-540.2300366,7.652282715,-9.475708008,-3.707885742
319,0.48,76,0.177734375,-0.109130859,-1.015380859,20.74,1008.95,94.76141636,66.42295482,-491.4998779,15.25878906,17.60864258,-38.2232666
320,0.64,76,0.312255859,0.028564453,-1.25390625,20.73,1008.97,100.1592186,70.47130647,-492.0996337,-11.28387451,-39.6270752,-14.72473145
321,0.4,76,0.197753906,-0.003662109,-1.078857422,20.73,1008.9,73.17020757,72.57045177,-514.7404151,18.48602295,-1.373291016,-9.864807129
322,0.4,76,0.090332031,-0.003662109,-0.95703125,20.73,1008.94,80.66715507,60.87521368,-473.0573871,5.249023438,-3.807067871,-6.248474121
323,0.4,76,0.095214844,0.187255859,-1.000732422,20.74,1008.93,77.96825397,62.37460317,-477.1057387,4.974365234,-3.913879395,-5.462646484
324,0.4,76,0.15625,-0.001708984,-1.073974609,20.72,1008.91,83.36605617,62.37460317,-468.8590965,5.615234375,-10.55908203,-3.921508789
325,0.48,76,0.146728516,0.004150391,-0.950683594,20.71,1008.85,82.46642247,61.92478632,-470.0586081,7.461547852,-3.578186035,-8.926391602
326,0.56,76,0.091552734,-0.034423828,-1.002685547,20.72,1009,81.41684982,61.62490842,-478.9050061,7.8125,-12.45117188,-9.552001953
327,0.73,76,0.055664063,0.059082031,-0.954833984,20.71,1008.94,96.11086691,67.77240537,-470.5084249,4.127502441,-6.141662598,-4.783630371
328,0.97,76,0.289794922,0.014160156,-0.779052734,20.7,1008.93,86.51477411,52.77851038,-459.1130647,12.9776001,-11.67297363,-20.93505859
329,1.13,76,0.032958984,0.088623047,-0.973144531,20.71,1008.98,91.61269841,69.42173382,-489.2507937,14.86206055,7.209777832,-51.49078369
330,0.48,76,0.061279297,-0.012451172,-1.037597656,20.7,1008.94,71.82075702,56.22710623,-485.8021978,-2.853393555,-7.514953613,-11.04736328
331,0.24,76,0.157958984,-0.196289063,-0.846923828,20.7,1008.92,69.27179487,53.67814408,-493.7489621,-27.29797363,-116.7526245,-21.49963379
332,0.56,76,0.070556641,-0.136230469,-0.979248047,20.69,1008.91,63.42417582,54.57777778,-489.1008547,14.77813721,0.144958496,-43.64776611
333,0.48,76,0.171875,-0.093994141,-0.997558594,20.7,1008.92,67.32258852,76.31892552,-505.2942613,4.753112793,0.778198242,-28.66363525
334,0.48,76,0.135742188,0.025634766,-1.059326172,20.71,1008.94,72.87032967,79.01782662,-507.8432234,4.776000977,-3.219604492,-6.050109863
335,0.56,76,0.197509766,-0.016601563,-0.975097656,20.7,1008.92,29.98778999,72.27057387,-562.5709402,4.455566406,-2.326965332,-3.486633301
336,0.56,76,0.189697266,-0.178710938,-0.961669922,20.71,1008.97,55.62735043,38.08449328,-565.8695971,4.348754883,-2.868652344,-4.669189453
337,0.56,76,0.163085938,-0.042236328,-0.94921875,20.69,1008.85,54.42783883,39.43394383,-565.4197802,4.875183105,-5.94329834,-3.402709961
338,0.56,76,0.145751953,-0.068115234,-0.965332031,20.71,1008.91,54.42783883,38.38437118,-566.019536,5.409240723,-4.776000977,-4.318237305
339,0.56,76,0.138916016,-0.028320313,-0.968017578,20.71,1008.98,54.87765568,38.53431013,-567.2190476,5.035400391,-3.517150879,-6.210327148
340,0.56,76,0.160644531,0.04296875,-0.967773438,20.7,1008.94,55.17753358,39.43394383,-566.019536,3.311157227,-3.433227539,-4.425048828
341,0.48,76,0.168701172,-0.041503906,-0.993896484,20.7,1008.92,55.17753358,38.98412698,-565.7196581,2.868652344,-6.385803223,-4.333496094
342,0.4,76,0.282714844,0.019042969,-1.004638672,20.7,1008.86,88.16410256,71.22100122,-490.3003663,7.713317871,1.304626465,-6.637573242
343,0.72,76,0.149658203,-0.098632813,-0.893798828,20.7,1008.92,79.46764347,74.66959707,-492.5494505,11.46697998,-5.020141602,-31.97479248
344,0.64,76,0.205810547,0.038574219,-0.916259766,20.7,1008.9,90.41318681,63.57411477,-489.8505495,4.409790039,-21.30126953,-9.086608887
345,0.48,76,0.012451172,-0.059326172,-0.879150391,20.69,1008.87,83.66593407,57.12673993,-479.5047619,0.16784668,32.52410889,-7.873535156
346,0.48,76,0.080566406,0.032470703,-0.887695313,20.69,1008.91,92.96214896,57.12673993,-480.1045177,7.606506348,14.85443115,-4.676818848
347,0.97,76,0.370605469,-0.023681641,-0.821044922,20.67,1008.9,102.8581197,60.27545788,-469.7587302,14.60266113,21.78192139,-47.44720459
348,0.81,76,-0.038085938,0.646240234,-0.166503906,20.68,1008.87,71.97069597,48.58021978,-518.039072,-0.556945801,2.494812012,-1.71661377
349,0.48,76,0.074707031,-0.333007813,-0.713134766,20.68,1008.93,76.61880342,59.22588523,-481.1540904,6.332397461,-1.052856445,-57.7545166
350,0.72,76,-0.510742188,-0.043945313,-0.736328125,20.67,1008.94,62.97435897,61.17509158,-501.3958486,-3.662109375,-14.69421387,-1.86920166
351,0.24,76,-0.037597656,-0.076904297,-1.007324219,20.66,1008.92,53.67814408,64.77362637,-487.1516484,4.302978516,-7.141113281,-7.507324219
352,0.48,76,0.198974609,0.063476563,-1.109375,20.65,1008.95,83.36605617,55.62735043,-502.1455433,11.13128662,-12.42828369,-49.95727539
353,0.48,76,-0.025146484,-0.104736328,-0.861083984,20.63,1009.01,57.72649573,70.32136752,-503.6449328,7.431030273,-1.129150391,-7.141113281
354,0.48,76,0.27734375,-0.200439453,-0.989257813,20.64,1008.93,66.72283272,64.92356532,-523.1369963,9.414672852,-16.54052734,-3.120422363
355,0.48,76,0.153076172,-0.104492188,-1.231445313,20.63,1008.94,73.47008547,70.02148962,-499.4466422,4.844665527,-0.778198242,-46.30279541
356,0.88,76,0.039306641,0.087158203,-0.895263672,20.62,1008.91,91.31282051,70.77118437,-484.1528694,4.127502441,-19.20318604,-14.45770264
357,0.8,76,0.067382813,0.0625,-1.067382813,20.61,1008.91,89.66349206,43.93211233,-481.6039072,8.811950684,-4.707336426,-4.127502441
358,0.97,76,0.166259766,-0.066650391,-1.028808594,20.61,1008.92,82.91623932,69.27179487,-473.6571429,9.719848633,-26.49688721,-45.09735107
359,0.56,76,0.026611328,-0.009033203,-0.734863281,20.59,1008.91,99.70940171,64.62368742,-471.5579976,7.00378418,-6.576538086,-5.531311035
360,0.56,76,0.066894531,0.051513672,-0.975341797,20.59,1008.9,70.77118437,59.07594628,-473.0573871,7.194519043,-6.607055664,-9.574890137
361,0.56,76,0.031738281,0.056396484,-0.978759766,20.57,1008.9,71.07106227,57.27667888,-475.1565324,5.546569824,-7.148742676,-7.385253906
362,0.56,76,-0.050292969,-0.010498047,-0.990966797,20.56,1008.85,70.92112332,56.37704518,-476.356044,6.988525391,-6.034851074,-8.842468262
